2.4591 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
4.4382 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1680, 1050]. Using actual size
5.4199 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0A3595F0>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0A3B82F0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1680, 1050]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.4200 	EXP 	window1: recordFrameIntervals = False
5.5916 	EXP 	window1: recordFrameIntervals = True
5.7790 	EXP 	window1: recordFrameIntervals = False
5.9195 	EXP 	Created textWelcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textWelcome', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1)
5.9211 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
5.9323 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Courier', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='buffering', units='height', win=Window(...), wrapWidth=1)
5.9381 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Courier', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='buffering .', units='height', win=Window(...), wrapWidth=1)
5.9432 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Courier', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='buffering . .', units='height', win=Window(...), wrapWidth=1)
5.9484 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Courier', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='buffering . . .', units='height', win=Window(...), wrapWidth=1)
5.9710 	EXP 	Created textSb = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='textSb', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
5.9766 	EXP 	Created image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128, units='height', win=Window(...))
5.9773 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='', units='height', win=Window(...), wrapWidth=1)
5.9990 	EXP 	textWelcome: autoDraw = True
8.2242 	DATA 	Keypress: space
8.2404 	EXP 	textWelcome: autoDraw = False
8.2404 	EXP 	text_3: autoDraw = True
8.7361 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
8.7364 	EXP 	New trial (rep=0, index=0): None
8.7526 	EXP 	text_3: autoDraw = False
8.7526 	EXP 	text_2: autoDraw = True
9.7303 	EXP 	text_4: autoDraw = True
9.7643 	EXP 	text_2: autoDraw = False
10.2258 	EXP 	text_5: autoDraw = True
10.2435 	EXP 	text_4: autoDraw = False
10.7230 	EXP 	text_6: autoDraw = True
10.7395 	EXP 	text_5: autoDraw = False
11.2222 	EXP 	New trial (rep=1, index=0): None
11.2377 	EXP 	text_6: autoDraw = False
11.2377 	EXP 	text_2: autoDraw = False
11.2377 	EXP 	text_4: autoDraw = False
11.2377 	EXP 	text_5: autoDraw = False
11.2377 	EXP 	text_6: autoDraw = False
11.2377 	EXP 	text_2: autoDraw = True
12.2115 	EXP 	text_4: autoDraw = True
12.2455 	EXP 	text_2: autoDraw = False
12.7073 	EXP 	text_5: autoDraw = True
12.7242 	EXP 	text_4: autoDraw = False
13.2056 	EXP 	text_6: autoDraw = True
13.2223 	EXP 	text_5: autoDraw = False
13.7026 	EXP 	New trial (rep=2, index=0): None
13.7201 	EXP 	text_6: autoDraw = False
13.7201 	EXP 	text_2: autoDraw = False
13.7201 	EXP 	text_4: autoDraw = False
13.7201 	EXP 	text_5: autoDraw = False
13.7201 	EXP 	text_6: autoDraw = False
13.7201 	EXP 	text_2: autoDraw = True
14.6955 	EXP 	text_4: autoDraw = True
14.7294 	EXP 	text_2: autoDraw = False
15.1915 	EXP 	text_5: autoDraw = True
15.2084 	EXP 	text_4: autoDraw = False
15.6883 	EXP 	text_6: autoDraw = True
15.7050 	EXP 	text_5: autoDraw = False
16.1884 	EXP 	New trial (rep=3, index=0): None
16.2040 	EXP 	text_6: autoDraw = False
16.2040 	EXP 	text_2: autoDraw = False
16.2040 	EXP 	text_4: autoDraw = False
16.2040 	EXP 	text_5: autoDraw = False
16.2040 	EXP 	text_6: autoDraw = False
16.2040 	EXP 	text_2: autoDraw = True
17.1760 	EXP 	text_4: autoDraw = True
