playerId,avatarFile,choiceLabel,actionLabel,actionRound,actionExit,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_12.started,cB_12.stopped,textInstructions_2.started,textInstructions_2.stopped,keyInstructions_2.keys,keyInstructions_2.started,keyInstructions_2.stopped,out_3.keys,out_3.rt,out_3.started,out_3.stopped,cB.started,cB.stopped,typedWord,displayText.started,displayText.stopped,copyText.started,copyText.stopped,out.keys,out.started,out.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.rt,keyServer.started,keyServer.stopped,out_2.keys,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.rt,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,cB_9.started,cB_9.stopped,totalMoney,paulMoney,lukasMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.218422000005376,None,19.38894530001562,19.696234499977436,19.696234499977436,19.899256000004243,19.899256000004243,20.001140400010627,20.001140400010627,20.137090199976228,20.137090199976228,20.290373499970883,20.290373499970883,20.44551579997642,20.44551579997642,20.54645670001628,20.54645670001628,21.040578500018455,21.040578500018455,21.551451799983624,21.551451799983624,22.062043800018728,22.04552759998478,22.553678399999626,22.536797999986447,22.69022390001919,23.25524069997482,None,23.445440399984363,None,c,1.1377859999774955,25.24666740000248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,23.25524069997482,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.554113499994855,None,26.554113499994855,None,26.554113499994855,None,7,1.203,"[('5', 0.0), ('6', 0.739), ('7', 0.98), ('7', 1.203)]",0.0026941599790006876,None,27.749890899984166,None,7,7,0,28.279017799999565,None,28.279017799999565,None,None,28.279017799999565,None,30.268899400020018,None,30.43917839997448,30.951661899976898,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.212170300015714,None,31.212170300015714,None,31.212170300015714,None,7,1.108,"[('5', 0.0), ('6', 0.63), ('7', 0.853), ('7', 1.108)]",0.014198680117260665,None,32.334193799993955,None,14,14,0,32.86375000001863,None,32.86375000001863,None,None,32.86375000001863,None,34.83619850000832,None,35.00869829999283,35.521131000015885,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,1,How much do you like Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.809943399974145,None,6,1.157,0.011534780031070113,None,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,2,How much do you want to continue playing with Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.008481099968776,None,6,1.537,0.013871009985450655,None,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,3,How much do you like Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.59574179997435,None,5,0.973,0.015307210036553442,None,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,4,How much do you want to continue playing with Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.62103109998861,None,6,0.92,0.013681309996172786,None,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,5,How do you feel?,negative,positive,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.58779479999794,None,6,1.061,0.0036857399973087013,None,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,6,How activated are you right now?,low,high,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.69585109996842,None,6,0.913,0.005895239999517798,None,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.61816459998954,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.130028899991885,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.62610330001917,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.12204789998941,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.632497899990994,None,44.805188399972394,45.31593480001902,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
Paul,images/avatar1.jpg,reciprocate,1,1,enter,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.60953710001195,None,45.60953710001195,None,45.60953710001195,None,3,1.183,"[('5', 0.0), ('4', 0.772), ('3', 0.96), ('3', 1.183)]",0.001394249964505434,None,46.804400499968324,None,17,17,0,47.33168589998968,None,47.33168589998968,None,None,47.33168589998968,None,49.321511499991175,None,49.49221250001574,50.00459409999894,,,,,,,,001,2020_Feb_25_1138,so_be_u_00,3.2.4,58.18107345840727,
